"Table 1.7 Occupational projections, 2016-26, and worker characteristics, 2016
"Radio, cellular, and tower equipment installers and repairs",49-2021,Line item,14.5,15.3,0.8,5.4,2.1,1.6," $56,000 ",Associate's degree,None,Moderate-term on-the-job training
"Telecommunications equipment installers and repairers, except line installers",49-2022,Line item,237.6,219.4,-18.2,-7.6,2.3,21.9," $53,380 ",Postsecondary nondegree award,None,Moderate-term on-the-job training
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",49-2090,Summary,256.5,269.0,12.4,4.8,4.1,26.0," $51,630 ",—,—,—
Avionics technicians,49-2091,Line item,17.5,18.6,1.1,6.0,—,1.5," $62,650 ",Associate's degree,None,None
"Electric motor, power tool, and related repairers",49-2092,Line item,17.3,18.5,1.2,7.0,1.7,1.8," $42,580 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,13.9,14.3,0.4,2.9,—,1.3," $60,840 ",Postsecondary nondegree award,None,Long-term on-the-job training
"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,68.3,69.9,1.6,2.4,—,6.1," $57,190 ",Postsecondary nondegree award,None,Long-term on-the-job training
"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,23.4,24.3,0.9,3.7,—,2.1," $78,410 ",Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,12.1,9.0,-3.1,-25.6,1.9,0.7," $34,530 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Electronic home entertainment equipment installers and repairers,49-2097,Line item,31.7,31.7,0.0,0.0,19.8,3.3," $37,190 ",Postsecondary nondegree award,None,Short-term on-the-job training
Security and fire alarm systems installers,49-2098,Line item,72.3,82.6,10.4,14.4,5.1,9.4," $45,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Summary,"1,750.2","1,866.2",116.0,6.6,8.7,180.4," $42,130 ",—,—,—
Aircraft mechanics and service technicians,49-3011,Line item,132.0,138.5,6.4,4.9,0.7,10.9," $61,020 ",Postsecondary nondegree award,None,None
Automotive technicians and repairers,49-3020,Summary,930.0,990.8,60.8,6.5,12.3,94.8," $39,780 ",—,—,—
Automotive body and related repairers,49-3021,Line item,160.4,174.1,13.6,8.5,9.3,17.1," $41,970 ",High school diploma or equivalent,None,Long-term on-the-job training
Automotive glass installers and repairers,49-3022,Line item,19.6,20.9,1.3,6.5,3.8,2.1," $34,170 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Automotive service technicians and mechanics,49-3023,Line item,749.9,795.8,45.9,6.1,13.1,75.6," $39,550 ",Postsecondary nondegree award,None,Short-term on-the-job training
Bus and truck mechanics and diesel engine specialists,49-3031,Line item,278.8,304.6,25.8,9.2,6.9,28.2," $46,360 ",High school diploma or equivalent,None,Long-term on-the-job training
Heavy vehicle and mobile equipment service technicians and mechanics,49-3040,Summary,192.1,207.0,14.9,7.8,2.8,20.3," $49,440 ",—,—,—
Farm equipment mechanics and service technicians,49-3041,Line item,42.5,45.7,3.2,7.6,2.7,4.5," $39,340 ",High school diploma or equivalent,None,Long-term on-the-job training
"Mobile heavy equipment mechanics, except engines",49-3042,Line item,127.4,137.9,10.5,8.3,2.8,13.5," $50,860 ",High school diploma or equivalent,None,Long-term on-the-job training
Rail car repairers,49-3043,Line item,22.3,23.4,1.2,5.2,2.9,2.3," $57,460 ",High school diploma or equivalent,None,Long-term on-the-job training
Small engine mechanics,49-3050,Summary,79.3,83.1,3.8,4.8,12.2,8.7," $35,990 ",—,—,—
Motorboat mechanics and service technicians,49-3051,Line item,23.4,23.3,-0.1,-0.5,12.2,2.4," $38,960 ",High school diploma or equivalent,None,Long-term on-the-job training
Motorcycle mechanics,49-3052,Line item,18.3,18.4,0.0,0.3,12.4,1.9," $35,680 ",Postsecondary nondegree award,None,Short-term on-the-job training
Outdoor power equipment and other small engine mechanics,49-3053,Line item,37.6,41.5,3.9,10.3,12.0,4.4," $34,370 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,Summary,138.0,142.3,4.3,3.1,1.8,17.6," $27,690 ",—,—,—
Bicycle repairers,49-3091,Line item,12.4,16.1,3.6,29.3,1.9,2.1," $28,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Recreational vehicle service technicians,49-3092,Line item,13.8,13.7,-0.2,-1.1,1.8,1.7," $37,200 ",High school diploma or equivalent,None,Long-term on-the-job training
Tire repairers and changers,49-3093,Line item,111.7,112.5,0.8,0.7,1.8,13.8," $26,710 ",High school diploma or equivalent,None,Short-term on-the-job training
"Other installation, maintenance, and repair occupations",49-9000,Summary,"3,065.0","3,311.1",246.1,8.0,4.0,325.9," $42,010 ",—,—,—
Control and valve installers and repairers,49-9010,Summary,67.3,71.6,4.4,6.5,1.8,5.6," $49,020 ",—,—,—
Mechanical door repairers,49-9011,Line item,20.4,22.5,2.1,10.2,2.1,1.8," $39,510 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Control and valve installers and repairers, except mechanical door",49-9012,Line item,46.9,49.2,2.3,4.9,1.7,3.8," $55,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,332.9,381.7,48.8,14.7,9.1,38.7," $47,080 ",Postsecondary nondegree award,None,Long-term on-the-job training
Home appliance repairers,49-9031,Line item,46.6,44.7,-1.9,-4.2,28.4,4.0," $38,160 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Industrial machinery installation, repair, and maintenance workers",49-9040,Summary,477.7,509.7,32.0,6.7,1.7,46.9," $50,430 ",—,—,—
Industrial machinery mechanics,49-9041,Line item,346.9,370.1,23.2,6.7,2.2,33.0," $51,360 ",High school diploma or equivalent,None,Long-term on-the-job training
"Maintenance workers, machinery",49-9043,Line item,89.7,94.7,5.0,5.6,0.4,9.8," $45,540 ",High school diploma or equivalent,None,Long-term on-the-job training
Millwrights,49-9044,Line item,39.5,43.4,3.9,9.8,—,4.0," $53,980 ",High school diploma or equivalent,None,Apprenticeship
"Refractory materials repairers, except brickmasons",49-9045,Line item,1.6,1.5,-0.1,-3.5,—,0.1," $48,570 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Line installers and repairers,49-9050,Summary,227.0,245.3,18.4,8.1,3.1,22.4," $64,190 ",—,—,—
Electrical power-line installers and repairers,49-9051,Line item,120.9,137.7,16.8,13.9,1.7,11.7," $69,380 ",High school diploma or equivalent,None,Long-term on-the-job training
Telecommunications line installers and repairers,49-9052,Line item,106.1,107.7,1.6,1.5,4.7,10.7," $55,060 ",High school diploma or equivalent,None,Long-term on-the-job training
Precision instrument and equipment repairers,49-9060,Summary,73.8,75.7,2.0,2.7,7.2,6.6," $47,920 ",—,—,—
Camera and photographic equipment repairers,49-9061,Line item,4.0,4.1,0.1,2.3,7.2,0.4," $40,770 ",High school diploma or equivalent,None,Long-term on-the-job training
Medical equipment repairers,49-9062,Line item,47.1,49.1,2.0,4.3,7.4,4.3," $48,820 ",Associate's degree,None,Moderate-term on-the-job training
Musical instrument repairers and tuners,49-9063,Line item,8.3,8.4,0.1,1.2,7.9,0.7," $36,530 ",High school diploma or equivalent,None,Apprenticeship
Watch repairers,49-9064,Line item,1.8,1.2,-0.5,-29.7,7.7,0.1," $35,770 ",High school diploma or equivalent,None,Long-term on-the-job training
"Precision instrument and equipment repairers, all other",49-9069,Line item,12.6,12.8,0.3,2.1,5.8,1.1," $56,940 ",High school diploma or equivalent,None,Long-term on-the-job training
"Maintenance and repair workers, general",49-9071,Line item,"1,432.6","1,545.1",112.5,7.9,1.0,154.7," $37,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Wind turbine service technicians,49-9081,Line item,5.8,11.3,5.6,96.3,16.9,1.4," $53,880 ",Postsecondary nondegree award,None,Long-term on-the-job training
"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,401.4,425.8,24.5,6.1,10.8,45.6," $35,200 ",—,—,—
"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,36.6,32.0,-4.6,-12.5,7.0,3.3," $33,690 ",High school diploma or equivalent,None,Short-term on-the-job training
Commercial divers,49-9092,Line item,4.1,4.5,0.4,10.8,17.4,0.4," $47,210 ",Postsecondary nondegree award,None,Moderate-term on-the-job training
"Fabric menders, except garment",49-9093,Line item,0.7,0.6,0.0,-7.3,17.5,0.1," $28,640 ",High school diploma or equivalent,None,Long-term on-the-job training
Locksmiths and safe repairers,49-9094,Line item,28.7,27.8,-1.0,-3.3,33.0,2.5," $40,680 ",High school diploma or equivalent,None,Long-term on-the-job training
Manufactured building and mobile home installers,49-9095,Line item,4.3,4.0,-0.4,-8.9,26.1,0.3," $30,960 ",High school diploma or equivalent,None,Short-term on-the-job training
Riggers,49-9096,Line item,20.9,22.9,2.1,9.8,—,2.3," $48,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Signal and track switch repairers,49-9097,Line item,10.0,10.2,0.1,1.3,14.6,1.0," $68,400 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Helpers--installation, maintenance, and repair workers",49-9098,Line item,120.2,133.5,13.3,11.1,0.3,17.0," $28,490 ",High school diploma or equivalent,None,Short-term on-the-job training
"Installation, maintenance, and repair workers, all other",49-9099,Line item,175.8,190.3,14.5,8.2,15.6,18.7," $38,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Production occupations,51-0000,Summary,"9,356.9","8,950.0",-406.9,-4.3,2.6,990.4," $33,990 ",—,—,—
Supervisors of production workers,51-1000,Summary,621.4,619.5,-1.8,-0.3,1.5,59.3," $58,870 ",—,—,—
First-line supervisors of production and operating workers,51-1011,Line item,621.4,619.5,-1.8,-0.3,1.5,59.3," $58,870 ",High school diploma or equivalent,Less than 5 years,None
Assemblers and fabricators,51-2000,Summary,"1,819.3","1,557.4",-261.9,-14.4,1.2,166.9," $31,850 ",—,—,—
"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,41.8,34.5,-7.3,-17.4,—,3.2," $53,510 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,278.7,220.4,-58.4,-20.9,0.4,23.1," $32,570 ",—,—,—
"Coil winders, tapers, and finishers",51-2021,Line item,14.1,11.2,-2.9,-20.7,0.4,1.2," $33,310 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Electrical and electronic equipment assemblers,51-2022,Line item,218.9,173.3,-45.6,-20.8,0.4,18.2, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Electromechanical equipment assemblers,51-2023,Line item,45.7,35.9,-9.8,-21.4,0.4,3.8, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Engine and other machine assemblers,51-2031,Line item,38.0,31.5,-6.5,-17.2,—,2.8," $43,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Structural metal fabricators and fitters,51-2041,Line item,77.0,65.2,-11.8,-15.3,0.2,6.5," $38,450 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous assemblers and fabricators,51-2090,Summary,"1,383.8","1,205.8",-178.0,-12.9,1.4,131.3," $30,720 ",—,—,—
Fiberglass laminators and fabricators,51-2091,Line item,19.7,19.4,-0.3,-1.5,1.4,2.2," $32,290 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Team assemblers,51-2092,Line item,"1,130.9",985.9,-145.0,-12.8,1.4,107.4, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Timing device assemblers and adjusters,51-2093,Line item,0.8,0.6,-0.2,-20.1,—,0.1," $34,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Assemblers and fabricators, all other",51-2099,Line item,232.4,199.8,-32.6,-14.0,1.4,21.6, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Food processing workers,51-3000,Summary,823.0,853.7,30.7,3.7,2.1,110.8," $27,040 ",—,—,—
Bakers,51-3011,Line item,191.0,205.6,14.6,7.6,4.9,29.1," $25,690 ",No formal educational credential,None,Long-term on-the-job training
"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,374.6,384.3,9.7,2.6,0.7,46.9," $27,330 ",—,—,—
Butchers and meat cutters,51-3021,Line item,135.7,143.5,7.8,5.8,0.7,17.7," $30,890 ",No formal educational credential,None,Long-term on-the-job training
"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,156.4,157.8,1.4,0.9,0.7,19.2," $25,250 ",No formal educational credential,None,Short-term on-the-job training
Slaughterers and meat packers,51-3023,Line item,82.5,83.0,0.5,0.6,0.7,10.1," $27,530 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous food processing workers,51-3090,Summary,257.4,263.8,6.4,2.5,2.1,34.8," $27,630 ",—,—,—
"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,20.1,19.9,-0.2,-0.8,1.2,2.2," $29,410 ",No formal educational credential,None,Moderate-term on-the-job training
Food batchmakers,51-3092,Line item,153.7,156.4,2.6,1.7,1.3,21.7," $28,500 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Food cooking machine operators and tenders,51-3093,Line item,37.2,38.1,0.9,2.5,0.4,5.2," $28,420 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Food processing workers, all other",51-3099,Line item,46.4,49.4,3.0,6.5,6.2,5.6," $24,460 ",No formal educational credential,None,Moderate-term on-the-job training
Metal workers and plastic workers,51-4000,Summary,"1,954.7","1,886.1",-68.5,-3.5,1.8,192.0," $38,210 ",—,—,—
Computer control programmers and operators,51-4010,Summary,170.7,176.4,5.7,3.3,—,17.5," $40,680 ",—,—,—
"Computer-controlled machine tool operators, metal and plastic",51-4011,Line item,145.7,147.3,1.6,1.1,—,14.5," $39,230 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Computer numerically controlled machine tool programmers, metal and plastic",51-4012,Line item,25.1,29.2,4.1,16.3,—,3.1," $52,550 ",Postsecondary nondegree award,None,Moderate-term on-the-job training
"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,120.5,102.1,-18.4,-15.3,—,9.3," $35,910 ",—,—,—
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,72.3,61.3,-11.0,-15.2,—,5.6," $34,600 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,19.2,15.5,-3.7,-19.2,—,1.4," $38,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,29.0,25.3,-3.7,-12.9,—,2.3," $37,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,332.4,299.1,-33.2,-10.0,0.7,30.9," $34,230 ",—,—,—
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,192.7,175.9,-16.8,-8.7,0.0,18.9," $33,060 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,12.3,9.9,-2.4,-19.5,0.6,0.9," $37,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,76.2,68.3,-7.8,-10.3,2.6,6.8," $33,480 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,33.7,30.8,-2.8,-8.4,—,2.9," $38,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,17.6,14.2,-3.4,-19.3,0.6,1.3," $42,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Machinists,51-4041,Line item,396.2,404.1,7.9,2.0,1.6,40.7," $42,600 ",High school diploma or equivalent,None,Long-term on-the-job training
"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,26.2,22.8,-3.4,-13.1,—,2.0," $40,250 ",—,—,—
Metal-refining furnace operators and tenders,51-4051,Line item,17.7,16.3,-1.4,-8.1,—,1.5," $41,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Pourers and casters, metal",51-4052,Line item,8.4,6.5,-2.0,-23.4,—,0.5," $38,210 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Model makers and patternmakers, metal and plastic",51-4060,Summary,9.7,8.4,-1.3,-13.3,0.6,0.8," $50,390 ",—,—,—
"Model makers, metal and plastic",51-4061,Line item,6.3,5.5,-0.8,-12.2,—,0.6," $53,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, metal and plastic",51-4062,Line item,3.4,2.9,-0.5,-15.5,—,0.3," $45,030 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,157.9,133.1,-24.8,-15.7,—,13.9," $31,420 ",—,—,—
Foundry mold and coremakers,51-4071,Line item,12.5,9.5,-3.0,-24.0,—,0.9," $35,140 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,145.4,123.6,-21.8,-15.0,—,12.9," $31,090 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,117.8,114.7,-3.1,-2.7,0.6,12.0," $34,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tool and die makers,51-4111,Line item,72.5,67.3,-5.2,-7.2,0.4,6.0," $52,480 ",Postsecondary nondegree award,None,Long-term on-the-job training
"Welding, soldering, and brazing workers",51-4120,Summary,454.0,471.6,17.5,3.9,5.5,50.2," $39,910 ",—,—,—
"Welders, cutters, solderers, and brazers",51-4121,Line item,404.8,427.3,22.5,5.6,5.4,45.8," $40,240 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,49.2,44.2,-5.0,-10.2,5.6,4.4," $37,190 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous metal workers and plastic workers,51-4190,Summary,96.7,86.6,-10.2,-10.5,0.3,8.6," $35,390 ",—,—,—
"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,19.8,17.0,-2.8,-14.2,0.6,1.7," $37,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Layout workers, metal and plastic",51-4192,Line item,9.2,8.5,-0.6,-6.9,—,0.9," $46,310 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Plating and coating machine setters, operators, and tenders, metal and plastic",51-4193,Line item,35.3,30.4,-4.9,-13.8,—,2.8," $31,920 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Tool grinders, filers, and sharpeners",51-4194,Line item,9.5,9.2,-0.3,-3.5,—,1.1," $36,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Metal workers and plastic workers, all other",51-4199,Line item,23.0,21.4,-1.5,-6.7,0.6,2.2," $35,820 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Printing workers,51-5100,Summary,267.3,235.4,-31.9,-11.9,4.5,24.7," $35,560 ",—,—,—
Prepress technicians and workers,51-5111,Line item,34.6,27.7,-6.9,-19.9,3.8,3.0," $39,910 ",Postsecondary nondegree award,None,None
Printing press operators,51-5112,Line item,178.7,160.2,-18.6,-10.4,5.1,15.8," $35,760 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Print binding and finishing workers,51-5113,Line item,54.0,47.6,-6.5,-12.0,3.1,6.0," $32,040 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers",51-6000,Summary,654.3,599.9,-54.4,-8.3,10.9,70.4," $24,370 ",—,—,—
Laundry and dry-cleaning workers,51-6011,Line item,220.1,219.6,-0.5,-0.2,4.6,29.5," $22,370 ",No formal educational credential,None,Short-term on-the-job training
"Pressers, textile, garment, and related materials",51-6021,Line item,45.0,42.0,-3.0,-6.7,—,5.2," $22,440 ",No formal educational credential,None,Short-term on-the-job training
Sewing machine operators,51-6031,Line item,153.9,128.2,-25.7,-16.7,9.9,12.3," $24,320 ",No formal educational credential,None,Short-term on-the-job training
Shoe and leather workers,51-6040,Summary,14.6,13.0,-1.6,-11.2,23.5,1.2," $26,240 ",—,—,—
Shoe and leather workers and repairers,51-6041,Line item,11.0,9.7,-1.3,-11.7,29.8,0.8," $25,610 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Shoe machine operators and tenders,51-6042,Line item,3.6,3.3,-0.3,-9.5,4.4,0.4," $27,420 ",High school diploma or equivalent,None,Short-term on-the-job training
"Tailors, dressmakers, and sewers",51-6050,Summary,57.7,51.4,-6.3,-11.0,51.8,6.2," $27,920 ",—,—,—
"Sewers, hand",51-6051,Line item,13.5,11.6,-1.8,-13.7,51.7,1.4," $26,230 ",No formal educational credential,None,Moderate-term on-the-job training
"Tailors, dressmakers, and custom sewers",51-6052,Line item,44.3,39.8,-4.5,-10.1,51.9,4.8," $28,600 ",No formal educational credential,None,Moderate-term on-the-job training
"Textile machine setters, operators, and tenders",51-6060,Summary,79.3,65.4,-13.9,-17.5,2.5,7.3," $28,010 ",—,—,—
Textile bleaching and dyeing machine operators and tenders,51-6061,Line item,11.3,9.2,-2.0,-18.1,4.4,1.0," $28,280 ",High school diploma or equivalent,None,Short-term on-the-job training
"Textile cutting machine setters, operators, and tenders",51-6062,Line item,15.0,12.6,-2.4,-15.8,—,1.6," $26,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile knitting and weaving machine setters, operators, and tenders",51-6063,Line item,22.2,17.9,-4.3,-19.3,3.5,2.1," $27,960 ",High school diploma or equivalent,None,Short-term on-the-job training
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,Line item,30.8,25.6,-5.2,-16.8,2.2,2.6," $28,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Miscellaneous textile, apparel, and furnishings workers",51-6090,Summary,83.7,80.4,-3.3,-4.0,12.9,8.7," $32,670 ",—,—,—
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,Line item,20.2,18.3,-1.9,-9.5,4.4,2.1," $33,470 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Fabric and apparel patternmakers,51-6092,Line item,5.5,4.6,-0.9,-16.1,4.4,0.5," $40,460 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Upholsterers,51-6093,Line item,41.6,41.8,0.1,0.3,21.6,4.2," $33,660 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers, all other",51-6099,Line item,16.3,15.7,-0.7,-4.1,4.2,1.8," $26,670 ",High school diploma or equivalent,None,Short-term on-the-job training
Woodworkers,51-7000,Summary,279.3,282.6,3.3,1.2,9.7,30.0," $30,900 ",—,—,—
Cabinetmakers and bench carpenters,51-7011,Line item,109.3,111.8,2.5,2.3,10.3,11.5," $33,920 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Furniture finishers,51-7021,Line item,22.4,22.3,-0.1,-0.4,22.2,2.0," $31,300 ",High school diploma or equivalent,None,Short-term on-the-job training
"Model makers and patternmakers, wood",51-7030,Summary,3.7,3.8,0.1,3.1,45.0,0.4," $51,470 ",—,—,—
"Model makers, wood",51-7031,Line item,1.9,1.9,0.1,3.0,44.8,0.2," $50,150 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, wood",51-7032,Line item,1.8,1.8,0.1,3.3,45.2,0.2," $52,380 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders",51-7040,Summary,131.9,132.2,0.3,0.2,3.0,14.6," $29,100 ",—,—,—
"Sawing machine setters, operators, and tenders, wood",51-7041,Line item,54.8,54.6,-0.2,-0.3,6.2,6.2," $29,080 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders, except sawing",51-7042,Line item,77.1,77.5,0.5,0.6,0.7,8.4," $29,110 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworkers, all other",51-7099,Line item,12.1,12.5,0.4,3.6,43.5,1.4," $30,680 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Plant and system operators,51-8000,Summary,314.0,309.7,-4.3,-1.4,0.1,27.8," $58,350 ",—,—,—
"Power plant operators, distributors, and dispatchers",51-8010,Summary,54.7,54.2,-0.6,-1.0,—,4.6," $80,440 ",—,—,—
Nuclear power reactor operators,51-8011,Line item,7.0,6.3,-0.7,-10.2,—,0.5," $93,370 ",High school diploma or equivalent,None,Long-term on-the-job training
Power distributors and dispatchers,51-8012,Line item,11.6,11.3,-0.3,-2.5,—,1.0," $82,510 ",High school diploma or equivalent,None,Long-term on-the-job training
Power plant operators,51-8013,Line item,36.1,36.5,0.5,1.3,—,3.2," $77,180 ",High school diploma or equivalent,None,Long-term on-the-job training
Stationary engineers and boiler operators,51-8021,Line item,35.7,37.5,1.7,4.8,0.7,3.9," $59,890 ",High school diploma or equivalent,None,Long-term on-the-job training
Water and wastewater treatment plant and system operators,51-8031,Line item,119.2,115.4,-3.8,-3.2,—,9.2," $46,150 ",High school diploma or equivalent,None,Long-term on-the-job training
Miscellaneous plant and system operators,51-8090,Summary,104.4,102.7,-1.7,-1.6,—,10.0," $64,560 ",—,—,—
Chemical plant and system operators,51-8091,Line item,33.2,30.1,-3.1,-9.2,—,2.8," $62,170 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Gas plant operators,51-8092,Line item,17.3,17.3,0.0,0.0,—,1.7," $69,030 ",High school diploma or equivalent,None,Long-term on-the-job training
"Petroleum pump system operators, refinery operators, and gaugers",51-8093,Line item,41.8,43.0,1.2,2.8,—,4.3," $67,770 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Plant and system operators, all other",51-8099,Line item,12.1,12.4,0.2,1.9,—,1.2," $56,330 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Other production occupations,51-9000,Summary,"2,623.7","2,605.7",-18.1,-0.7,1.7,308.6," $32,510 ",—,—,—
"Chemical processing machine setters, operators, and tenders",51-9010,Summary,121.3,117.6,-3.6,-3.0,0.6,12.3," $44,110 ",—,—,—
Chemical equipment operators and tenders,51-9011,Line item,74.1,70.4,-3.7,-5.0,0.6,7.3," $47,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,Line item,47.2,47.3,0.1,0.1,0.6,5.0," $39,040 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Crushing, grinding, polishing, mixing, and blending workers",51-9020,Summary,187.7,176.2,-11.6,-6.2,0.3,19.0," $35,100 ",—,—,—
"Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,Line item,30.2,28.2,-2.0,-6.7,0.3,3.0," $35,380 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding and polishing workers, hand",51-9022,Line item,26.6,21.1,-5.4,-20.5,0.3,2.1," $28,830 ",No formal educational credential,None,Moderate-term on-the-job training
"Mixing and blending machine setters, operators, and tenders",51-9023,Line item,131.0,126.9,-4.1,-3.1,0.3,13.9," $36,600 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Cutting workers,51-9030,Summary,78.3,74.3,-4.0,-5.1,2.2,8.2," $32,650 ",—,—,—
"Cutters and trimmers, hand",51-9031,Line item,14.7,13.2,-1.5,-10.1,2.2,1.4," $28,210 ",No formal educational credential,None,Short-term on-the-job training
